id,starttime,endtime,volume,projectedflow,occupancy,averagespeed,rawintervalcount,partition_0,partition_1,partition_2
11373365:61:streams.metro.tmr.its,2020-12-24T09:00:00.000Z,2020-12-24T09:15:00.000Z,102,408,3,83,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T09:15:00.000Z,2020-12-24T09:30:00.000Z,95,380,2,84,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T09:30:00.000Z,2020-12-24T09:45:00.000Z,98,392,2,84,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T09:45:00.000Z,2020-12-24T10:00:00.000Z,100,400,2,83,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T10:00:00.000Z,2020-12-24T10:15:00.000Z,90,360,2,83,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T10:15:00.000Z,2020-12-24T10:30:00.000Z,89,356,2,85,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T10:30:00.000Z,2020-12-24T10:45:00.000Z,80,320,2,85,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T10:45:00.000Z,2020-12-24T11:00:00.000Z,100,400,3,84,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T11:00:00.000Z,2020-12-24T11:15:00.000Z,102,408,2,84,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T11:15:00.000Z,2020-12-24T11:30:00.000Z,78,312,2,84,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T11:30:00.000Z,2020-12-24T11:45:00.000Z,80,320,2,86,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T11:45:00.000Z,2020-12-24T12:00:00.000Z,92,368,2,84,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T12:00:00.000Z,2020-12-24T12:15:00.000Z,74,296,2,84,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T12:15:00.000Z,2020-12-24T12:30:00.000Z,73,292,2,83,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T12:30:00.000Z,2020-12-24T12:45:00.000Z,67,268,1,84,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T12:45:00.000Z,2020-12-24T13:00:00.000Z,49,196,1,85,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T13:00:00.000Z,2020-12-24T13:15:00.000Z,45,180,1,83,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T13:15:00.000Z,2020-12-24T13:30:00.000Z,52,208,1,84,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T13:30:00.000Z,2020-12-24T13:45:00.000Z,39,156,1,85,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T13:45:00.000Z,2020-12-24T14:00:00.000Z,35,140,0,85,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T14:00:00.000Z,2020-12-24T14:15:00.000Z,32,128,0,83,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T14:15:00.000Z,2020-12-24T14:30:00.000Z,28,112,0,84,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T14:30:00.000Z,2020-12-24T14:45:00.000Z,24,96,0,86,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T14:45:00.000Z,2020-12-24T15:00:00.000Z,27,108,0,84,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T15:00:00.000Z,2020-12-24T15:15:00.000Z,26,104,0,87,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T15:15:00.000Z,2020-12-24T15:30:00.000Z,35,140,1,84,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T15:30:00.000Z,2020-12-24T15:45:00.000Z,14,56,0,87,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T15:45:00.000Z,2020-12-24T16:00:00.000Z,18,72,0,87,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T16:00:00.000Z,2020-12-24T16:15:00.000Z,14,56,0,84,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T16:15:00.000Z,2020-12-24T16:30:00.000Z,13,52,0,84,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T16:30:00.000Z,2020-12-24T16:45:00.000Z,4,16,0,80,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T16:45:00.000Z,2020-12-24T17:00:00.000Z,5,20,0,83,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T17:00:00.000Z,2020-12-24T17:15:00.000Z,10,40,0,83,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T17:15:00.000Z,2020-12-24T17:30:00.000Z,6,24,0,81,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T17:30:00.000Z,2020-12-24T17:45:00.000Z,8,32,0,85,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T17:45:00.000Z,2020-12-24T18:00:00.000Z,10,40,0,86,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T18:00:00.000Z,2020-12-24T18:15:00.000Z,6,24,0,83,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T18:15:00.000Z,2020-12-24T18:30:00.000Z,11,44,0,83,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T18:30:00.000Z,2020-12-24T18:45:00.000Z,9,36,0,88,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T18:45:00.000Z,2020-12-24T19:00:00.000Z,4,16,0,87,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T19:00:00.000Z,2020-12-24T19:15:00.000Z,6,24,0,86,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T19:15:00.000Z,2020-12-24T19:30:00.000Z,8,32,0,87,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T19:30:00.000Z,2020-12-24T19:45:00.000Z,21,83,0,86,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T19:45:00.000Z,2020-12-24T20:00:00.000Z,17,68,0,89,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T20:00:00.000Z,2020-12-24T20:15:00.000Z,29,116,0,88,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T20:15:00.000Z,2020-12-24T20:30:00.000Z,32,128,0,87,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T20:30:00.000Z,2020-12-24T20:45:00.000Z,31,124,0,85,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T20:45:00.000Z,2020-12-24T21:00:00.000Z,27,108,0,87,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T21:00:00.000Z,2020-12-24T21:15:00.000Z,34,136,0,85,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T21:15:00.000Z,2020-12-24T21:30:00.000Z,54,216,1,87,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T21:30:00.000Z,2020-12-24T21:45:00.000Z,55,220,1,86,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T21:45:00.000Z,2020-12-24T22:00:00.000Z,62,248,1,86,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T22:00:00.000Z,2020-12-24T22:15:00.000Z,67,268,1,84,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T22:15:00.000Z,2020-12-24T22:30:00.000Z,22,264,1,86,5,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T22:30:00.000Z,2020-12-24T22:45:00.000Z,35,262,2,84,8,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T22:45:00.000Z,2020-12-24T23:00:00.000Z,111,444,3,86,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T23:00:00.000Z,2020-12-24T23:15:00.000Z,136,544,3,86,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T23:15:00.000Z,2020-12-24T23:30:00.000Z,119,476,3,84,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T23:30:00.000Z,2020-12-24T23:45:00.000Z,119,476,3,83,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-24T23:45:00.000Z,2020-12-25T00:00:00.000Z,156,624,4,83,15,2020,12,24
11373365:61:streams.metro.tmr.its,2020-12-25T00:00:00.000Z,2020-12-25T00:15:00.000Z,156,624,4,84,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T00:15:00.000Z,2020-12-25T00:30:00.000Z,156,624,4,82,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T00:30:00.000Z,2020-12-25T00:45:00.000Z,183,732,5,81,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T00:45:00.000Z,2020-12-25T01:00:00.000Z,210,840,6,81,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T01:00:00.000Z,2020-12-25T01:15:00.000Z,202,808,6,81,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T01:15:00.000Z,2020-12-25T01:30:00.000Z,187,748,5,81,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T01:30:00.000Z,2020-12-25T01:45:00.000Z,180,720,5,83,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T01:45:00.000Z,2020-12-25T02:00:00.000Z,192,768,5,83,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T02:00:00.000Z,2020-12-25T02:15:00.000Z,189,756,5,84,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T02:15:00.000Z,2020-12-25T02:30:00.000Z,173,692,5,83,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T02:30:00.000Z,2020-12-25T02:45:00.000Z,145,580,4,84,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T02:45:00.000Z,2020-12-25T03:00:00.000Z,120,480,3,84,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T03:00:00.000Z,2020-12-25T03:15:00.000Z,96,384,2,86,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T03:15:00.000Z,2020-12-25T03:30:00.000Z,111,444,3,85,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T03:30:00.000Z,2020-12-25T03:45:00.000Z,102,408,2,86,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T03:45:00.000Z,2020-12-25T04:00:00.000Z,97,388,2,86,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T04:00:00.000Z,2020-12-25T04:15:00.000Z,102,408,2,85,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T04:15:00.000Z,2020-12-25T04:30:00.000Z,102,408,3,85,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T04:30:00.000Z,2020-12-25T04:45:00.000Z,106,424,3,85,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T04:45:00.000Z,2020-12-25T05:00:00.000Z,115,460,3,85,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T05:00:00.000Z,2020-12-25T05:15:00.000Z,101,404,2,86,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T05:15:00.000Z,2020-12-25T05:30:00.000Z,122,488,3,84,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T05:30:00.000Z,2020-12-25T05:45:00.000Z,129,516,3,84,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T05:45:00.000Z,2020-12-25T06:00:00.000Z,138,552,3,85,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T06:00:00.000Z,2020-12-25T06:15:00.000Z,131,524,3,84,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T06:15:00.000Z,2020-12-25T06:30:00.000Z,125,500,3,83,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T06:30:00.000Z,2020-12-25T06:45:00.000Z,138,552,4,84,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T06:45:00.000Z,2020-12-25T07:00:00.000Z,116,464,3,84,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T07:00:00.000Z,2020-12-25T07:15:00.000Z,126,504,3,84,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T07:15:00.000Z,2020-12-25T07:30:00.000Z,122,488,3,84,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T07:30:00.000Z,2020-12-25T07:45:00.000Z,130,520,3,82,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T07:45:00.000Z,2020-12-25T08:00:00.000Z,124,496,3,81,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T08:00:00.000Z,2020-12-25T08:15:00.000Z,109,436,3,81,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T08:15:00.000Z,2020-12-25T08:30:00.000Z,116,464,3,84,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T08:30:00.000Z,2020-12-25T08:45:00.000Z,127,508,3,83,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T08:45:00.000Z,2020-12-25T09:00:00.000Z,119,476,3,84,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T09:00:00.000Z,2020-12-25T09:15:00.000Z,71,284,2,83,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T09:15:00.000Z,2020-12-25T09:30:00.000Z,94,376,2,83,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T09:30:00.000Z,2020-12-25T09:45:00.000Z,96,384,2,82,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T09:45:00.000Z,2020-12-25T10:00:00.000Z,88,352,2,82,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T10:00:00.000Z,2020-12-25T10:15:00.000Z,75,300,2,83,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T10:15:00.000Z,2020-12-25T10:30:00.000Z,96,384,2,83,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T10:30:00.000Z,2020-12-25T10:45:00.000Z,78,312,2,82,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T10:45:00.000Z,2020-12-25T11:00:00.000Z,78,312,2,84,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T11:00:00.000Z,2020-12-25T11:15:00.000Z,93,372,2,84,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T11:15:00.000Z,2020-12-25T11:30:00.000Z,81,324,2,82,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T11:30:00.000Z,2020-12-25T11:45:00.000Z,78,312,2,84,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T11:45:00.000Z,2020-12-25T12:00:00.000Z,73,292,2,82,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T12:00:00.000Z,2020-12-25T12:15:00.000Z,72,288,2,84,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T12:15:00.000Z,2020-12-25T12:30:00.000Z,55,220,1,83,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T12:30:00.000Z,2020-12-25T12:45:00.000Z,67,268,1,85,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T12:45:00.000Z,2020-12-25T13:00:00.000Z,43,172,1,81,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T13:00:00.000Z,2020-12-25T13:15:00.000Z,42,167,1,83,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T13:15:00.000Z,2020-12-25T13:30:00.000Z,33,132,0,83,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T13:30:00.000Z,2020-12-25T13:45:00.000Z,37,148,1,84,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T13:45:00.000Z,2020-12-25T14:00:00.000Z,21,83,0,83,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T14:00:00.000Z,2020-12-25T14:15:00.000Z,18,72,0,84,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T14:15:00.000Z,2020-12-25T14:30:00.000Z,24,96,0,84,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T14:30:00.000Z,2020-12-25T14:45:00.000Z,17,68,0,84,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T14:45:00.000Z,2020-12-25T15:00:00.000Z,11,44,0,82,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T15:00:00.000Z,2020-12-25T15:15:00.000Z,12,48,0,86,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T15:15:00.000Z,2020-12-25T15:30:00.000Z,12,48,0,82,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T15:30:00.000Z,2020-12-25T15:45:00.000Z,10,40,0,83,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T15:45:00.000Z,2020-12-25T16:00:00.000Z,8,32,0,85,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T16:00:00.000Z,2020-12-25T16:15:00.000Z,8,32,0,86,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T16:15:00.000Z,2020-12-25T16:30:00.000Z,7,28,0,87,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T16:30:00.000Z,2020-12-25T16:45:00.000Z,7,28,0,85,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T16:45:00.000Z,2020-12-25T17:00:00.000Z,6,24,0,79,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T17:00:00.000Z,2020-12-25T17:15:00.000Z,8,32,0,84,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T17:15:00.000Z,2020-12-25T17:30:00.000Z,12,48,0,81,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T17:30:00.000Z,2020-12-25T17:45:00.000Z,1,4,0,85,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T17:45:00.000Z,2020-12-25T18:00:00.000Z,6,24,0,84,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T18:00:00.000Z,2020-12-25T18:15:00.000Z,9,36,0,85,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T18:15:00.000Z,2020-12-25T18:30:00.000Z,3,12,0,91,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T18:30:00.000Z,2020-12-25T18:45:00.000Z,10,40,0,84,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T18:45:00.000Z,2020-12-25T19:00:00.000Z,6,24,0,87,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T19:00:00.000Z,2020-12-25T19:15:00.000Z,7,28,0,89,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T19:15:00.000Z,2020-12-25T19:30:00.000Z,11,44,0,88,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T19:30:00.000Z,2020-12-25T19:45:00.000Z,23,92,0,86,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T19:45:00.000Z,2020-12-25T20:00:00.000Z,24,96,0,90,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T20:00:00.000Z,2020-12-25T20:15:00.000Z,26,104,0,86,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T20:15:00.000Z,2020-12-25T20:30:00.000Z,29,116,0,90,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T20:30:00.000Z,2020-12-25T20:45:00.000Z,37,148,1,87,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T20:45:00.000Z,2020-12-25T21:00:00.000Z,28,112,0,87,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T21:00:00.000Z,2020-12-25T21:15:00.000Z,40,160,1,86,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T21:15:00.000Z,2020-12-25T21:30:00.000Z,38,152,1,86,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T21:30:00.000Z,2020-12-25T21:45:00.000Z,38,152,1,87,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T21:45:00.000Z,2020-12-25T22:00:00.000Z,50,200,1,87,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T22:00:00.000Z,2020-12-25T22:15:00.000Z,53,212,1,82,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T22:15:00.000Z,2020-12-25T22:30:00.000Z,80,320,2,85,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T22:30:00.000Z,2020-12-25T22:45:00.000Z,91,364,2,85,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T22:45:00.000Z,2020-12-25T23:00:00.000Z,106,424,3,85,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T23:00:00.000Z,2020-12-25T23:15:00.000Z,119,476,3,84,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T23:15:00.000Z,2020-12-25T23:30:00.000Z,124,496,3,86,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T23:30:00.000Z,2020-12-25T23:45:00.000Z,109,436,3,84,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-25T23:45:00.000Z,2020-12-26T00:00:00.000Z,133,532,4,84,15,2020,12,25
11373365:61:streams.metro.tmr.its,2020-12-26T00:00:00.000Z,2020-12-26T00:15:00.000Z,134,536,3,85,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T00:15:00.000Z,2020-12-26T00:30:00.000Z,138,552,4,84,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T00:30:00.000Z,2020-12-26T00:45:00.000Z,158,632,4,84,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T00:45:00.000Z,2020-12-26T01:00:00.000Z,146,584,4,85,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T01:00:00.000Z,2020-12-26T01:15:00.000Z,148,592,4,84,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T01:15:00.000Z,2020-12-26T01:30:00.000Z,164,656,4,83,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T01:30:00.000Z,2020-12-26T01:45:00.000Z,162,648,4,83,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T01:45:00.000Z,2020-12-26T02:00:00.000Z,171,684,4,84,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T02:00:00.000Z,2020-12-26T02:15:00.000Z,132,528,3,85,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T02:15:00.000Z,2020-12-26T02:30:00.000Z,149,596,4,85,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T02:30:00.000Z,2020-12-26T02:45:00.000Z,152,608,4,85,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T02:45:00.000Z,2020-12-26T03:00:00.000Z,132,528,3,85,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T03:00:00.000Z,2020-12-26T03:15:00.000Z,121,484,3,85,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T03:15:00.000Z,2020-12-26T03:30:00.000Z,138,552,4,85,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T03:30:00.000Z,2020-12-26T03:45:00.000Z,119,476,3,85,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T03:45:00.000Z,2020-12-26T04:00:00.000Z,115,460,3,84,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T04:00:00.000Z,2020-12-26T04:15:00.000Z,124,496,3,85,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T04:15:00.000Z,2020-12-26T04:30:00.000Z,136,544,4,84,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T04:30:00.000Z,2020-12-26T04:45:00.000Z,129,516,3,84,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T04:45:00.000Z,2020-12-26T05:00:00.000Z,122,488,3,84,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T05:00:00.000Z,2020-12-26T05:15:00.000Z,118,472,3,85,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T05:15:00.000Z,2020-12-26T05:30:00.000Z,141,564,4,83,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T05:30:00.000Z,2020-12-26T05:45:00.000Z,137,548,4,84,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T05:45:00.000Z,2020-12-26T06:00:00.000Z,163,652,4,84,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T06:00:00.000Z,2020-12-26T06:15:00.000Z,144,576,4,84,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T06:15:00.000Z,2020-12-26T06:30:00.000Z,125,500,3,85,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T06:30:00.000Z,2020-12-26T06:45:00.000Z,141,564,4,84,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T06:45:00.000Z,2020-12-26T07:00:00.000Z,108,432,3,84,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T07:00:00.000Z,2020-12-26T07:15:00.000Z,109,436,3,85,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T07:15:00.000Z,2020-12-26T07:30:00.000Z,142,568,4,84,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T07:30:00.000Z,2020-12-26T07:45:00.000Z,114,456,3,84,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T07:45:00.000Z,2020-12-26T08:00:00.000Z,116,464,3,84,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T08:00:00.000Z,2020-12-26T08:15:00.000Z,91,364,2,84,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T08:15:00.000Z,2020-12-26T08:30:00.000Z,105,420,3,85,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T08:30:00.000Z,2020-12-26T08:45:00.000Z,94,376,2,86,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T08:45:00.000Z,2020-12-26T09:00:00.000Z,95,380,2,85,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T09:00:00.000Z,2020-12-26T09:15:00.000Z,98,392,2,83,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T09:15:00.000Z,2020-12-26T09:30:00.000Z,103,412,3,84,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T09:30:00.000Z,2020-12-26T09:45:00.000Z,79,316,2,83,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T09:45:00.000Z,2020-12-26T10:00:00.000Z,94,376,2,84,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T10:00:00.000Z,2020-12-26T10:15:00.000Z,68,272,1,86,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T10:15:00.000Z,2020-12-26T10:30:00.000Z,97,388,2,83,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T10:30:00.000Z,2020-12-26T10:45:00.000Z,74,296,2,83,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T10:45:00.000Z,2020-12-26T11:00:00.000Z,76,304,2,84,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T11:00:00.000Z,2020-12-26T11:15:00.000Z,77,308,2,85,15,2020,12,26
11373365:61:streams.metro.tmr.its,2020-12-26T11:15:00.000Z,2020-12-26T11:30:00.000Z,72,288,2,85,15,2020,12,26
